#  E (eV)   dos(E)     Int dos(E) EFermi =    6.218 eV
  -6.000  0.0000E+00  0.2060E+03
  -5.990  0.0000E+00  0.2060E+03
  -5.980  0.0000E+00  0.2060E+03
  -5.970  0.0000E+00  0.2060E+03
  -5.960  0.0000E+00  0.2060E+03
  -5.950  0.0000E+00  0.2060E+03
  -5.940  0.0000E+00  0.2060E+03
  -5.930  0.0000E+00  0.2060E+03
  -5.920  0.0000E+00  0.2060E+03
  -5.910  0.0000E+00  0.2060E+03
  -5.900  0.0000E+00  0.2060E+03
  -5.890  0.0000E+00  0.2060E+03
  -5.880  0.0000E+00  0.2060E+03
  -5.870  0.0000E+00  0.2060E+03
  -5.860  0.0000E+00  0.2060E+03
  -5.850  0.0000E+00  0.2060E+03
  -5.840  0.0000E+00  0.2060E+03
  -5.830  0.0000E+00  0.2060E+03
  -5.820  0.0000E+00  0.2060E+03
  -5.810  0.0000E+00  0.2060E+03
  -5.800  0.0000E+00  0.2060E+03
  -5.790  0.0000E+00  0.2060E+03
  -5.780  0.0000E+00  0.2060E+03
  -5.770  0.0000E+00  0.2060E+03
  -5.760  0.0000E+00  0.2060E+03
  -5.750  0.0000E+00  0.2060E+03
  -5.740  0.0000E+00  0.2060E+03
  -5.730  0.0000E+00  0.2060E+03
  -5.720  0.0000E+00  0.2060E+03
  -5.710  0.0000E+00  0.2060E+03
  -5.700  0.0000E+00  0.2060E+03
  -5.690  0.0000E+00  0.2060E+03
  -5.680  0.0000E+00  0.2060E+03
  -5.670  0.0000E+00  0.2060E+03
  -5.660  0.0000E+00  0.2060E+03
  -5.650  0.0000E+00  0.2060E+03
  -5.640  0.0000E+00  0.2060E+03
  -5.630  0.0000E+00  0.2060E+03
  -5.620  0.0000E+00  0.2060E+03
  -5.610  0.0000E+00  0.2060E+03
  -5.600  0.0000E+00  0.2060E+03
  -5.590  0.0000E+00  0.2060E+03
  -5.580  0.0000E+00  0.2060E+03
  -5.570  0.0000E+00  0.2060E+03
  -5.560  0.0000E+00  0.2060E+03
  -5.550  0.0000E+00  0.2060E+03
  -5.540  0.0000E+00  0.2060E+03
  -5.530  0.0000E+00  0.2060E+03
  -5.520  0.0000E+00  0.2060E+03
  -5.510  0.0000E+00  0.2060E+03
  -5.500  0.0000E+00  0.2060E+03
  -5.490  0.0000E+00  0.2060E+03
  -5.480  0.0000E+00  0.2060E+03
  -5.470  0.0000E+00  0.2060E+03
  -5.460  0.0000E+00  0.2060E+03
  -5.450  0.0000E+00  0.2060E+03
  -5.440  0.0000E+00  0.2060E+03
  -5.430  0.0000E+00  0.2060E+03
  -5.420  0.0000E+00  0.2060E+03
  -5.410  0.0000E+00  0.2060E+03
  -5.400  0.0000E+00  0.2060E+03
  -5.390  0.0000E+00  0.2060E+03
  -5.380  0.0000E+00  0.2060E+03
  -5.370  0.0000E+00  0.2060E+03
  -5.360  0.0000E+00  0.2060E+03
  -5.350  0.0000E+00  0.2060E+03
  -5.340  0.0000E+00  0.2060E+03
  -5.330  0.0000E+00  0.2060E+03
  -5.320  0.0000E+00  0.2060E+03
  -5.310  0.0000E+00  0.2060E+03
  -5.300  0.0000E+00  0.2060E+03
  -5.290  0.0000E+00  0.2060E+03
  -5.280  0.0000E+00  0.2060E+03
  -5.270  0.0000E+00  0.2060E+03
  -5.260  0.0000E+00  0.2060E+03
  -5.250  0.0000E+00  0.2060E+03
  -5.240  0.0000E+00  0.2060E+03
  -5.230  0.0000E+00  0.2060E+03
  -5.220  0.0000E+00  0.2060E+03
  -5.210  0.0000E+00  0.2060E+03
  -5.200  0.0000E+00  0.2060E+03
  -5.190  0.0000E+00  0.2060E+03
  -5.180  0.0000E+00  0.2060E+03
  -5.170  0.0000E+00  0.2060E+03
  -5.160  0.0000E+00  0.2060E+03
  -5.150  0.0000E+00  0.2060E+03
  -5.140  0.0000E+00  0.2060E+03
  -5.130  0.0000E+00  0.2060E+03
  -5.120  0.0000E+00  0.2060E+03
  -5.110  0.0000E+00  0.2060E+03
  -5.100  0.0000E+00  0.2060E+03
  -5.090  0.0000E+00  0.2060E+03
  -5.080  0.0000E+00  0.2060E+03
  -5.070  0.0000E+00  0.2060E+03
  -5.060  0.0000E+00  0.2060E+03
  -5.050  0.0000E+00  0.2060E+03
  -5.040  0.0000E+00  0.2060E+03
  -5.030  0.0000E+00  0.2060E+03
  -5.020  0.0000E+00  0.2060E+03
  -5.010  0.0000E+00  0.2060E+03
  -5.000  0.0000E+00  0.2060E+03
  -4.990  0.0000E+00  0.2060E+03
  -4.980  0.0000E+00  0.2060E+03
  -4.970  0.0000E+00  0.2060E+03
  -4.960  0.0000E+00  0.2060E+03
  -4.950  0.0000E+00  0.2060E+03
  -4.940  0.0000E+00  0.2060E+03
  -4.930  0.0000E+00  0.2060E+03
  -4.920  0.0000E+00  0.2060E+03
  -4.910  0.0000E+00  0.2060E+03
  -4.900  0.0000E+00  0.2060E+03
  -4.890  0.0000E+00  0.2060E+03
  -4.880  0.0000E+00  0.2060E+03
  -4.870  0.0000E+00  0.2060E+03
  -4.860  0.0000E+00  0.2060E+03
  -4.850  0.0000E+00  0.2060E+03
  -4.840  0.0000E+00  0.2060E+03
  -4.830  0.0000E+00  0.2060E+03
  -4.820  0.0000E+00  0.2060E+03
  -4.810  0.0000E+00  0.2060E+03
  -4.800  0.0000E+00  0.2060E+03
  -4.790  0.0000E+00  0.2060E+03
  -4.780  0.0000E+00  0.2060E+03
  -4.770  0.0000E+00  0.2060E+03
  -4.760  0.0000E+00  0.2060E+03
  -4.750  0.0000E+00  0.2060E+03
  -4.740  0.0000E+00  0.2060E+03
  -4.730  0.0000E+00  0.2060E+03
  -4.720  0.0000E+00  0.2060E+03
  -4.710  0.0000E+00  0.2060E+03
  -4.700  0.0000E+00  0.2060E+03
  -4.690  0.0000E+00  0.2060E+03
  -4.680  0.0000E+00  0.2060E+03
  -4.670  0.0000E+00  0.2060E+03
  -4.660  0.0000E+00  0.2060E+03
  -4.650  0.0000E+00  0.2060E+03
